Date,Stock,Author,Target,LTP,Upside(%)
06 Aug 2025,Nestle,Geojit BNP Paribas,2550.0,1194.5,Pre-Bonus/Split
06 Aug 2025,Tata Consumer,Geojit BNP Paribas,1210.0,1126.8,7.38
06 Aug 2025,Jupiter Wagons,IDBI Capital,485.0,339.75,42.75
06 Aug 2025,Britannia Industries,Prabhudas Lilladhar,6223.0,6069.5,Target met
06 Aug 2025,Eris Lifesciences,Prabhudas Lilladhar,1975.0,1639.6,20.46
06 Aug 2025,Aurobindo Pharma,Prabhudas Lilladhar,1300.0,1119.2,16.15
06 Aug 2025,Stylam Industries,Anand Rathi,2368.0,1713.0,38.24
06 Aug 2025,Aurobindo Pharma,Axis Direct,1400.0,1119.2,25.09
06 Aug 2025,Suzlon Energy,Axis Direct,72.0,60.4,19.21
06 Aug 2025,Cyient DLM,Deven Choksey,512.0,479.0,6.89
05 Aug 2025,JK Lakshmi Cement,Sharekhan,1047.0,895.25,16.95
05 Aug 2025,Triveni Turbine,Sharekhan,700.0,536.1,30.57
05 Aug 2025,NTPC,Sharekhan,398.0,338.65,17.53
05 Aug 2025,Federal Bank,NDA Securities,235.0,197.92,18.73
05 Aug 2025,Triveni Turbine,Motilal Oswal,620.0,536.1,15.65
05 Aug 2025,EPL,Motilal Oswal,280.0,219.34,27.66
05 Aug 2025,DLF,Motilal Oswal,1005.0,777.7,29.23
05 Aug 2025,Aurobindo Pharma,Motilal Oswal,1300.0,1119.2,16.15
05 Aug 2025,Adani Ports,Motilal Oswal,1700.0,1427.8,19.06
05 Aug 2025,Adani Ports,Prabhudas Lilladhar,1777.0,1427.8,24.46
05 Aug 2025,Triveni Turbine,Prabhudas Lilladhar,650.0,536.1,21.25
05 Aug 2025,Narayana Hrudayalaya,Prabhudas Lilladhar,2000.0,1772.8,12.82
05 Aug 2025,Jupiter Life Line,Prabhudas Lilladhar,1720.0,1457.5,18.01
05 Aug 2025,JSW Energy,Anand Rathi,537.0,545.5,Target met
05 Aug 2025,Escorts Kubota,Anand Rathi,3900.0,3688.1,Target met
05 Aug 2025,Marico,Anand Rathi,850.0,720.15,18.03
05 Aug 2025,Zydus Wellness,Sharekhan,2304.0,515.9,Target met
05 Aug 2025,TBO Tek,Anand Rathi,1725.0,1631.2,5.75
05 Aug 2025,Shree Cements,ICICI Securities Limited,35330.0,29880.0,18.24
05 Aug 2025,G R Infraprojects,ICICI Securities Limited,1430.0,1323.5,8.05
05 Aug 2025,Ajax Engineering,ICICI Securities Limited,900.0,675.8,33.18
05 Aug 2025,Sun Pharmaceutical,Geojit BNP Paribas,1830.0,1656.0,10.51
05 Aug 2025,UltraTech Cement,Geojit BNP Paribas,13780.0,12508.0,10.17
05 Aug 2025,Sundaram Finance,IDBI Capital,5530.0,4576.9,20.82
05 Aug 2025,Shree Cements,IDBI Capital,38433.0,29880.0,28.62
05 Aug 2025,Healthcare Global,Axis Direct,680.0,647.45,Target met
05 Aug 2025,G R Infraprojects,Axis Direct,1540.0,1323.5,16.36
05 Aug 2025,Kirloskar Brothers,Axis Direct,2330.0,2054.6,13.40
05 Aug 2025,JK Lakshmi Cement,Axis Direct,1050.0,895.25,17.29
05 Aug 2025,Shree Cements,Axis Direct,33960.0,29880.0,13.65
05 Aug 2025,Steel Strips Wheels,Axis Direct,265.0,244.01,8.60
05 Aug 2025,Varun Beverages,Deven Choksey,588.0,474.45,23.93
05 Aug 2025,EFC I,Khambatta Securities,461.0,319.65,44.22
05 Aug 2025,PNB Housing Finance,Motilal Oswal,980.0,869.45,12.71
05 Aug 2025,JK Lakshmi Cement,Motilal Oswal,1150.0,895.25,28.46
04 Aug 2025,LIC Housing Finance,Prabhudas Lilladhar,725.0,592.8,22.30
04 Aug 2025,Sumitomo Chemical,Anand Rathi,690.0,601.8,14.66
04 Aug 2025,Dhanuka Agritech,Anand Rathi,1900.0,1556.6,22.06
04 Aug 2025,Power Grid Corp,ICICI Securities Limited,365.0,286.2,27.53
04 Aug 2025,InterGlobe Aviation,ICICI Securities Limited,6680.0,5679.0,17.63
04 Aug 2025,Adani Power,ICICI Securities Limited,669.0,709.4,Target met
04 Aug 2025,Jupiter Life Line,Anand Rathi,1750.0,1457.5,20.07
04 Aug 2025,Coal India,Sharekhan,450.0,394.5,14.07
04 Aug 2025,Aditya Birla Capital,Motilal Oswal,325.0,289.15,12.40
04 Aug 2025,ABB,Motilal Oswal,6000.0,5436.9,10.36
04 Aug 2025,Neogen Chemicals,IDBI Capital,2294.0,1584.1,44.81
04 Aug 2025,ITC,Sharekhan,505.0,410.65,22.98
04 Aug 2025,Tata Power Company,ICICI Securities Limited,465.0,396.3,17.34
04 Aug 2025,Cholamandalam,IDBI Capital,1630.0,1590.9,2.46
04 Aug 2025,Chalet Hotels,IDBI Capital,1028.0,1029.9,Target met
04 Aug 2025,ITC,Axis Direct,490.0,410.65,19.32
04 Aug 2025,Aarti Industries,Axis Direct,525.0,393.2,33.52
04 Aug 2025,Chalet Hotels,Axis Direct,1030.0,1029.9,Target met
04 Aug 2025,Cholamandalam,Axis Direct,1675.0,1590.9,5.29
04 Aug 2025,Maruti Suzuki,Deven Choksey,14312.0,15864.0,Target met
04 Aug 2025,Schloss Bangalore,Mastertrust Broking & Investments,493.0,419.75,17.45
03 Aug 2025,Chalet Hotels,Prabhudas Lilladhar,1071.0,1029.9,3.99
03 Aug 2025,Federal Bank,Prabhudas Lilladhar,220.0,197.92,11.16
03 Aug 2025,Godrej Properties,ICICI Securities Limited,2603.0,2145.2,21.34
03 Aug 2025,Go Fashion,ICICI Securities Limited,1100.0,739.3,48.79
03 Aug 2025,Chalet Hotels,ICICI Securities Limited,1058.0,1029.9,Target met
03 Aug 2025,Blue Dart Express,ICICI Securities Limited,7330.0,5762.0,27.21
03 Aug 2025,Federal Bank,Motilal Oswal,235.0,197.92,18.73
02 Aug 2025,Safari Industries,Prabhudas Lilladhar,2434.0,2273.0,7.08
02 Aug 2025,Delhivery,ICICI Securities Limited,600.0,478.8,25.31
02 Aug 2025,Aptus Value Housing,ICICI Securities Limited,400.0,332.7,20.23
02 Aug 2025,ITC,Motilal Oswal,500.0,410.65,21.76
02 Aug 2025,Tata Power Company,Motilal Oswal,487.0,396.3,22.89
02 Aug 2025,Delhivery,Motilal Oswal,500.0,478.8,4.43
01 Aug 2025,Indian Hotels Company,FundsIndia,892.0,775.55,15.02
01 Aug 2025,Deepak Fertilisers,Keynote Capitals Ltd,1887.0,1457.3,29.49
01 Aug 2025,Radico Khaitan,Motilal Oswal,3250.0,3052.5,6.47
01 Aug 2025,Power Grid Corp,Motilal Oswal,345.0,286.2,20.55
01 Aug 2025,Mankind Pharma,Motilal Oswal,2990.0,2660.6,12.38
01 Aug 2025,Godrej Properties,Motilal Oswal,2843.0,2145.2,32.53
01 Aug 2025,Go Fashion,Motilal Oswal,988.0,739.3,33.64
01 Aug 2025,Cholamandalam,Motilal Oswal,1650.0,1590.9,3.71
01 Aug 2025,Blue Dart Express,Motilal Oswal,7200.0,5762.0,24.96
01 Aug 2025,APL Apollo Tubes,Geojit BNP Paribas,1854.0,1691.1,9.63
01 Aug 2025,Infosys,Geojit BNP Paribas,1672.0,1540.2,8.56
01 Aug 2025,Sagar Cements,Geojit BNP Paribas,292.0,274.15,Target met
01 Aug 2025,Zee Entertainment,Geojit BNP Paribas,144.0,116.45,23.66
01 Aug 2025,JSW Energy,Motilal Oswal,620.0,545.5,13.66
01 Aug 2025,Ambuja Cements,Prabhudas Lilladhar,685.0,582.45,17.61
01 Aug 2025,Sun Pharmaceutical,Prabhudas Lilladhar,1875.0,1656.0,13.22
01 Aug 2025,Hindustan Unilever,Sharekhan,2832.0,2559.6,10.64
01 Aug 2025,M&M Financial,Sharekhan,300.0,289.55,3.61
01 Aug 2025,DCB Bank,IDBI Capital,170.0,130.21,30.56
